family,family_idx,variant,variant_idx,organism,title_keyword,accession,length,defline,fasta_path,note,isolate_idx,fold
Hepadnaviridae,3,HBV-genotype-A,0,Hepatitis B virus,genotype A,1825979606,3213,"LC533934.1 HBV genotype A proviral DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-A/isolate_7.fasta,,7,2
Hepadnaviridae,3,HBV-genotype-A,0,Hepatitis B virus,genotype A,1805473128,3221,"LC519823.1 HBV genotype A B-H06-Ban DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-A/isolate_8.fasta,,8,3
Hepadnaviridae,3,HBV-genotype-A,0,Hepatitis B virus,genotype A,1805473113,3221,"LC519820.1 HBV genotype A B-504-Ban DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-A/isolate_9.fasta,,9,4
Hepadnaviridae,3,HBV-genotype-B,1,Hepatitis B virus,genotype B,2719244442,3215,"LC784057.1 Hepatitis B virus genotype B HB-DB7 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-B/isolate_0.fasta,,0,0
Hepadnaviridae,3,HBV-genotype-B,1,Hepatitis B virus,genotype B,2719244400,3215,"LC784049.1 Hepatitis B virus genotype B HB-DB118 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-B/isolate_1.fasta,,1,1
Hepadnaviridae,3,HBV-genotype-B,1,Hepatitis B virus,genotype B,2719244395,3215,"LC784048.1 Hepatitis B virus genotype B HB-DB116 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-B/isolate_2.fasta,,2,2
Hepadnaviridae,3,HBV-genotype-B,1,Hepatitis B virus,genotype B,2719244390,3215,"LC784047.1 Hepatitis B virus genotype B HB-DB21 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-B/isolate_3.fasta,,3,3
Hepadnaviridae,3,HBV-genotype-B,1,Hepatitis B virus,genotype B,2719244384,3215,"LC784046.1 Hepatitis B virus genotype B HB-DB12 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-B/isolate_4.fasta,,4,4
Hepadnaviridae,3,HBV-genotype-B,1,Hepatitis B virus,genotype B,2719244378,3215,"LC784045.1 Hepatitis B virus genotype B HB-DB11 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-B/isolate_5.fasta,,5,0
Hepadnaviridae,3,HBV-genotype-B,1,Hepatitis B virus,genotype B,2719244351,3215,"LC778015.1 Hepatitis B virus genotype B HB-DB159 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-B/isolate_6.fasta,,6,1
Hepadnaviridae,3,HBV-genotype-B,1,Hepatitis B virus,genotype B,2719244346,3215,"LC778014.1 Hepatitis B virus genotype B HB-DB131 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-B/isolate_7.fasta,,7,2
Hepadnaviridae,3,HBV-genotype-B,1,Hepatitis B virus,genotype B,2719244341,3215,"LC778013.1 Hepatitis B virus genotype B HB-DB130 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-B/isolate_8.fasta,,8,3
Hepadnaviridae,3,HBV-genotype-B,1,Hepatitis B virus,genotype B,2719244336,3215,"LC778012.1 Hepatitis B virus genotype B HB-DB129 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-B/isolate_9.fasta,,9,4
Hepadnaviridae,3,HBV-genotype-C,2,Hepatitis B virus,genotype C,3356338149,3185,"LC886239.1 Hepatitis B virus genotype C Case161-0b DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-C/isolate_0.fasta,,0,0
Hepadnaviridae,3,HBV-genotype-C,2,Hepatitis B virus,genotype C,3356338144,3215,"LC886238.1 Hepatitis B virus genotype C Case161-0a DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-C/isolate_1.fasta,,1,1
Hepadnaviridae,3,HBV-genotype-C,2,Hepatitis B virus,genotype C,2719244436,3215,"LC784056.1 Hepatitis B virus genotype C HB-DB169 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-C/isolate_2.fasta,,2,2
Hepadnaviridae,3,HBV-genotype-C,2,Hepatitis B virus,genotype C,2719244430,3215,"LC784055.1 Hepatitis B virus genotype C HB-DB168 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-C/isolate_3.fasta,,3,3
Hepadnaviridae,3,HBV-genotype-C,2,Hepatitis B virus,genotype C,2719244425,3215,"LC784054.1 Hepatitis B virus genotype C HB-DB137 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-C/isolate_4.fasta,,4,4
Hepadnaviridae,3,HBV-genotype-C,2,Hepatitis B virus,genotype C,2719244420,3215,"LC784053.1 Hepatitis B virus genotype C HB-DB115 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-C/isolate_5.fasta,,5,0
Hepadnaviridae,3,HBV-genotype-C,2,Hepatitis B virus,genotype C,2719244415,3215,"LC784052.1 Hepatitis B virus genotype C HB-DB109 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-C/isolate_6.fasta,,6,1
Hepadnaviridae,3,HBV-genotype-C,2,Hepatitis B virus,genotype C,2719244410,3215,"LC784051.1 Hepatitis B virus genotype C HB-DB99 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-C/isolate_7.fasta,,7,2
Hepadnaviridae,3,HBV-genotype-C,2,Hepatitis B virus,genotype C,2719244405,3215,"LC784050.1 Hepatitis B virus genotype C HB-DB19 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-C/isolate_8.fasta,,8,3
Hepadnaviridae,3,HBV-genotype-C,2,Hepatitis B virus,genotype C,2719244362,3215,"LC778017.1 Hepatitis B virus genotype C HB-DB136 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-C/isolate_9.fasta,,9,4
Hepadnaviridae,3,HBV-genotype-D,3,Hepatitis B virus genotype D,complete genome,3054451095,3182,"LC852229.1 HBV genotype D2 HB-DBT29 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-D/isolate_0.fasta,,0,0
Hepadnaviridae,3,HBV-genotype-D,3,Hepatitis B virus genotype D,complete genome,1805473133,3125,"LC519824.1 Hepatitis B virus genotype D B-H10-Ban DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-D/isolate_1.fasta,,1,1
Hepadnaviridae,3,HBV-genotype-D,3,Hepatitis B virus genotype D,complete genome,1805473093,3182,"LC519816.1 Hepatitis B virus genotype D B-430-Ban DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-D/isolate_2.fasta,,2,2
Hepadnaviridae,3,HBV-genotype-D,3,Hepatitis B virus genotype D,complete genome,1805473083,3182,"LC519814.1 Hepatitis B virus genotype D B-420-Ban DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-D/isolate_3.fasta,,3,3
Hepadnaviridae,3,HBV-genotype-D,3,Hepatitis B virus genotype D,complete genome,1805473063,3161,"LC519810.1 Hepatitis B virus genotype D B-407-Ban DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-D/isolate_4.fasta,,4,4
Hepadnaviridae,3,HBV-genotype-D,3,Hepatitis B virus genotype D,complete genome,1805473058,3167,"LC519809.1 Hepatitis B virus genotype D B-405-Ban DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-D/isolate_5.fasta,,5,0
Hepadnaviridae,3,HBV-genotype-D,3,Hepatitis B virus genotype D,complete genome,1805473053,3182,"LC519808.1 Hepatitis B virus genotype D B-403-Ban DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-D/isolate_6.fasta,,6,1
Hepadnaviridae,3,HBV-genotype-D,3,Hepatitis B virus genotype D,complete genome,1805473023,3182,"LC519802.1 Hepatitis B virus genotype D B-341-Ban DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-D/isolate_7.fasta,,7,2
Hepadnaviridae,3,HBV-genotype-D,3,Hepatitis B virus genotype D,complete genome,1805472988,2999,"LC519795.1 Hepatitis B virus genotype D B-117-Ban DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-D/isolate_8.fasta,,8,3
Hepadnaviridae,3,HBV-genotype-D,3,Hepatitis B virus genotype D,complete genome,1805472978,3182,"LC519793.1 Hepatitis B virus genotype D B-101-Ban DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-D/isolate_9.fasta,,9,4
Hepadnaviridae,3,HBV-genotype-E,4,Hepatitis B virus,genotype E,2710649641,3197,"PP445059.1 MAG: Hepatitis B virus isolate Senegal/TV012/2021 genotype E, partial genome",data/refs/Hepadnaviridae/HBV-genotype-E/isolate_0.fasta,,0,0
Hepadnaviridae,3,HBV-genotype-E,4,Hepatitis B virus,genotype E,2710649614,3221,"PP445056.1 MAG: Hepatitis B virus isolate Senegal/BK263/2021 genotype E, partial genome",data/refs/Hepadnaviridae/HBV-genotype-E/isolate_1.fasta,,1,1
Hepadnaviridae,3,HBV-genotype-E,4,Hepatitis B virus,genotype E,2710649605,3215,"PP445055.1 MAG: Hepatitis B virus isolate Senegal/BK262/2021 genotype E, partial genome",data/refs/Hepadnaviridae/HBV-genotype-E/isolate_2.fasta,,2,2
Hepadnaviridae,3,HBV-genotype-E,4,Hepatitis B virus,genotype E,2710649588,3213,"PP445053.1 MAG: Hepatitis B virus isolate Senegal/BK120/2020 genotype E, complete genome",data/refs/Hepadnaviridae/HBV-genotype-E/isolate_3.fasta,,3,3
Hepadnaviridae,3,HBV-genotype-E,4,Hepatitis B virus,genotype E,2546141165,3221,"LC773632.1 Hepatitis B virus genotype E SYMAV-H0235 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-E/isolate_4.fasta,,4,4
Hepadnaviridae,3,HBV-genotype-E,4,Hepatitis B virus,genotype E,1811249383,3212,"LC513657.1 Hepatitis B virus genotype E 18456-BUR DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-E/isolate_5.fasta,,5,0
Hepadnaviridae,3,HBV-genotype-E,4,Hepatitis B virus,genotype E,1811249378,3213,"LC513656.1 Hepatitis B virus genotype E 18362-BUR DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-E/isolate_6.fasta,,6,1
Hepadnaviridae,3,HBV-genotype-E,4,Hepatitis B virus,genotype E,1811249368,3212,"LC513654.1 Hepatitis B virus genotype E 18200-BUR DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-E/isolate_7.fasta,,7,2
Hepadnaviridae,3,HBV-genotype-E,4,Hepatitis B virus,genotype E,1811249358,3212,"LC513652.1 Hepatitis B virus genotype E 18026-BUR DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-E/isolate_8.fasta,,8,3
Hepadnaviridae,3,HBV-genotype-E,4,Hepatitis B virus,genotype E,62006057,3212,"AP007262.1 Hepatitis B virus genotype E DNA, complete genome, isolate: HB-JI411F",data/refs/Hepadnaviridae/HBV-genotype-E/isolate_9.fasta,,9,4
Hepadnaviridae,3,HBV-genotype-F,5,Hepatitis B virus genotype F,complete genome,399923454,3182,"HE974369.1 HBV genotype F2 complete genome, isolate Mart-B26",data/refs/Hepadnaviridae/HBV-genotype-F/isolate_0.fasta,,0,0
Hepadnaviridae,3,HBV-genotype-F,5,Hepatitis B virus genotype F,complete genome,399923449,3215,"HE974368.1 HBV genotype F4 complete genome, isolate Mart-B24",data/refs/Hepadnaviridae/HBV-genotype-F/isolate_1.fasta,,1,1
Hepadnaviridae,3,HBV-genotype-F,5,Hepatitis B virus genotype F,complete genome,399923439,3215,"HE974366.1 HBV genotype F2 complete genome, isolate Mart-B18",data/refs/Hepadnaviridae/HBV-genotype-F/isolate_2.fasta,,2,2
Hepadnaviridae,3,HBV-genotype-G,6,Hepatitis B virus,genotype G,383082105,3179,"AB625343.1 Hepatitis B virus genotype G DNA, complete genome, isolate: MEX921M",data/refs/Hepadnaviridae/HBV-genotype-G/isolate_0.fasta,,0,0
Hepadnaviridae,3,HBV-genotype-G,6,Hepatitis B virus,genotype G,383082100,3248,"AB625342.1 Hepatitis B virus genotype G DNA, complete genome, isolate: MEX918M",data/refs/Hepadnaviridae/HBV-genotype-G/isolate_1.fasta,,1,1
Hepadnaviridae,3,HBV-genotype-G,6,Hepatitis B virus,genotype G,62006071,3248,"AP007264.1 Hepatitis B virus genotype G DNA, complete genome, isolate: HB-JI444GF",data/refs/Hepadnaviridae/HBV-genotype-G/isolate_2.fasta,,2,2
Hepadnaviridae,3,HBV-genotype-G,6,Hepatitis B virus,genotype G,402169060,3248,"HE981176.1 Hepatitis B virus complete genome, genotype G, clone ARG56.5.9",data/refs/Hepadnaviridae/HBV-genotype-G/isolate_3.fasta,,3,3
Hepadnaviridae,3,HBV-genotype-G,6,Hepatitis B virus,genotype G,402169046,3248,"HE981174.1 Hepatitis B virus complete genome, genotype G, clone ARG56.1.5",data/refs/Hepadnaviridae/HBV-genotype-G/isolate_4.fasta,,4,4
Hepadnaviridae,3,HBV-genotype-G,6,Hepatitis B virus,genotype G,402169040,3234,"HE981173.1 Hepatitis B virus complete genome, genotype G, clone BR9.2",data/refs/Hepadnaviridae/HBV-genotype-G/isolate_5.fasta,,5,0
Hepadnaviridae,3,HBV-genotype-G,6,Hepatitis B virus,genotype G,402169033,3236,"HE981172.1 Hepatitis B virus complete genome, genotype G, clone BR22",data/refs/Hepadnaviridae/HBV-genotype-G/isolate_6.fasta,,6,1
Hepadnaviridae,3,HBV-genotype-G,6,Hepatitis B virus,genotype G,402169026,3236,"HE981171.1 Hepatitis B virus complete genome, genotype G, clone BR21",data/refs/Hepadnaviridae/HBV-genotype-G/isolate_7.fasta,,7,2
Hepadnaviridae,3,HBV-genotype-H,7,Hepatitis B virus,genotype H,1707759566,3215,"LC491577.1 Hepatitis B virus genotype H Itabashi DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-H/isolate_0.fasta,,0,0
Hepadnaviridae,3,HBV-genotype-H,7,Hepatitis B virus,genotype H,530719456,3215,"AB846650.1 Hepatitis B virus genotype H DNA, complete genome, isolate: B-MHJ9014",data/refs/Hepadnaviridae/HBV-genotype-H/isolate_1.fasta,,1,1
Hepadnaviridae,3,HBV-genotype-H,7,Hepatitis B virus,genotype H,304555517,3215,"AB516395.1 Hepatitis B virus genotype H DNA, complete genome, isolate: MEX914M",data/refs/Hepadnaviridae/HBV-genotype-H/isolate_2.fasta,,2,2
Hepadnaviridae,3,HBV-genotype-H,7,Hepatitis B virus,genotype H,304555512,3215,"AB516394.1 Hepatitis B virus genotype H DNA, complete genome, isolate: MEX912M",data/refs/Hepadnaviridae/HBV-genotype-H/isolate_3.fasta,,3,3
Hepadnaviridae,3,HBV-genotype-H,7,Hepatitis B virus,genotype H,304555507,3215,"AB516393.1 Hepatitis B virus genotype H DNA, complete genome, isolate: 904MEXM",data/refs/Hepadnaviridae/HBV-genotype-H/isolate_4.fasta,,4,4
Hepadnaviridae,3,HBV-genotype-H,7,Hepatitis B virus,genotype H,133778402,3215,"AB298362.1 Hepatitis B virus genotype H DNA, complete genome, isolate: HBV ST0404",data/refs/Hepadnaviridae/HBV-genotype-H/isolate_5.fasta,,5,0
Hepadnaviridae,3,HBV-genotype-H,7,Hepatitis B virus,genotype H,62006050,3218,"AP007261.1 Hepatitis B virus genotype H DNA, complete genome, isolate: HB-JI260F",data/refs/Hepadnaviridae/HBV-genotype-H/isolate_6.fasta,,6,1
Hepadnaviridae,3,HBV-genotype-H,7,Hepatitis B virus,genotype H,22135696,3215,"AY090454.1 Hepatitis B virus genotype H strain 1853Nic, complete genome",data/refs/Hepadnaviridae/HBV-genotype-H/isolate_7.fasta,,7,2
Hepadnaviridae,3,HBV-genotype-H,7,Hepatitis B virus,genotype H,60115422,3215,"AB179747.1 Hepatitis B virus (genotype H) genomic DNA, complete genome, isolate: HB-JBDH1",data/refs/Hepadnaviridae/HBV-genotype-H/isolate_8.fasta,,8,3
Hepadnaviridae,3,HBV-genotype-H,7,Hepatitis B virus,genotype H,122703723,3215,"AB275308.1 Hepatitis B virus DNA, complete genome, genotype: H",data/refs/Hepadnaviridae/HBV-genotype-H/isolate_9.fasta,,9,4
Retroviridae,4,HIV-1-subtype-B,1,Human immunodeficiency virus 1,HXB2 OR NL4-3 OR JR-CSF OR ADA OR WEAU OR RF OR MN OR BRU,3511259,9493,"AF075719.1 HIV-1 isolate MN clone MNTQ from the USA, complete genome",data/refs/Retroviridae/HIV-1-subtype-B/isolate_0.fasta,,0,0
Retroviridae,4,HIV-1-subtype-B,1,Human immunodeficiency virus 1,HXB2 OR NL4-3 OR JR-CSF OR ADA OR WEAU OR RF OR MN OR BRU,328565,9128,"M17451.1 Human immunodeficiency virus type 1, isolate RF (HAT-3), complete genome",data/refs/Retroviridae/HIV-1-subtype-B/isolate_1.fasta,,1,1
Retroviridae,4,HIV-1-subtype-B,1,Human immunodeficiency virus 1,HXB2 OR NL4-3 OR JR-CSF OR ADA OR WEAU OR RF OR MN OR BRU,2281652,9715,"AF004394.1 HIV-1 strain ADA clone AD8, complete genome",data/refs/Retroviridae/HIV-1-subtype-B/isolate_2.fasta,,2,2
Retroviridae,4,HIV-1-subtype-B,1,Human immunodeficiency virus 1,HXB2 OR NL4-3 OR JR-CSF OR ADA OR WEAU OR RF OR MN OR BRU,1772624,9720,"U21135.1 Human immunodeficiency virus type 1 clone WEAU 1.60, complete genome",data/refs/Retroviridae/HIV-1-subtype-B/isolate_3.fasta,,3,3
Retroviridae,4,HIV-1-subtype-B,1,Human immunodeficiency virus 1,HXB2 OR NL4-3 OR JR-CSF OR ADA OR WEAU OR RF OR MN OR BRU,326417,9229,"K02013.1 Human immunodeficiency virus type 1, isolate BRU, complete genome (LAV-1)",data/refs/Retroviridae/HIV-1-subtype-B/isolate_4.fasta,,4,4
Retroviridae,4,HIV-1-subtype-B,1,Human immunodeficiency virus 1,HXB2 OR NL4-3 OR JR-CSF OR ADA OR WEAU OR RF OR MN OR BRU,1906382,9719,"K03455.1 Human immunodeficiency virus type 1 (HXB2), complete genome; HIV1/HTLV-III/LAV reference genome",data/refs/Retroviridae/HIV-1-subtype-B/isolate_5.fasta,,5,0
Retroviridae,4,HIV-1-subtype-B,1,Human immunodeficiency virus 1,HXB2 OR NL4-3 OR JR-CSF OR ADA OR WEAU OR RF OR MN OR BRU,328030,9738,"M17449.1 Human immunodeficiency virus type 1, isolate MN, complete genome",data/refs/Retroviridae/HIV-1-subtype-B/isolate_6.fasta,,6,1
Retroviridae,4,HIV-1-subtype-C,2,Human immunodeficiency virus 1,subtype C,6016887,9680,"AB023804.1 Human immunodeficiency virus 1 subtype C genomic RNA, complete genome",data/refs/Retroviridae/HIV-1-subtype-C/isolate_0.fasta,,0,0
Retroviridae,4,HIV-1-subtype-C,2,Human immunodeficiency virus 1,subtype C,26000273,9691,"AY162225.1 HIV-1 strain TV012 clone 2/1_4 subtype C from South Africa, complete genome",data/refs/Retroviridae/HIV-1-subtype-C/isolate_1.fasta,,1,1
Retroviridae,4,HIV-1-subtype-C,2,Human immunodeficiency virus 1,subtype C,26000263,9738,"AY162224.1 HIV-1 strain TV002 clone 12/5_1 subtype C from South Africa, complete genome",data/refs/Retroviridae/HIV-1-subtype-C/isolate_2.fasta,,2,2
Retroviridae,4,HIV-1-subtype-C,2,Human immunodeficiency virus 1,subtype C,26000253,9781,"AY162223.1 HIV-1 strain TV001 clone 8_5 subtype C from South Africa, complete genome",data/refs/Retroviridae/HIV-1-subtype-C/isolate_3.fasta,,3,3
Retroviridae,4,HIV-2,7,Human immunodeficiency virus 2,,9628880,10359,"NC_001722.1 Human immunodeficiency virus 2, complete genome",data/refs/Retroviridae/HIV-2/isolate_0.fasta,,0,0
Retroviridae,4,HIV-2,7,Human immunodeficiency virus 2,,3275119394,10266,"LC927254.1 Human immunodeficiency virus 2 08JP.NMC842 proviral DNA, complete genome",data/refs/Retroviridae/HIV-2/isolate_1.fasta,,1,1
Retroviridae,4,HIV-2,7,Human immunodeficiency virus 2,,3275119384,10235,"LC927253.1 Human immunodeficiency virus 2 07JP.NMC716 proviral DNA, complete genome",data/refs/Retroviridae/HIV-2/isolate_2.fasta,,2,2
Retroviridae,4,HIV-2,7,Human immunodeficiency virus 2,,32879750,9339,"AB100245.1 Human immunodeficiency virus 2 01JP-IMCJ/KR020.1 proviral DNA, nearly complete genome",data/refs/Retroviridae/HIV-2/isolate_3.fasta,,3,3
Retroviridae,4,HIV-2,7,Human immunodeficiency virus 2,,325709,9480,"M30895.1 Human immunodeficiency virus type 2 (isolate GH-1) proviral DNA complete genome, clone 8",data/refs/Retroviridae/HIV-2/isolate_4.fasta,,4,4
Retroviridae,4,HIV-2,7,Human immunodeficiency virus 2,,442564818,10240,"AB731745.1 Human immunodeficiency virus 2 proviral DNA, complete genome, clone: 08JP_NMC842_clone_23",data/refs/Retroviridae/HIV-2/isolate_5.fasta,,5,0
Retroviridae,4,HIV-2,7,Human immunodeficiency virus 2,,442564798,10301,"AB731743.1 Human immunodeficiency virus 2 proviral DNA, complete genome, clone: 08JP_NMC786_clone_43",data/refs/Retroviridae/HIV-2/isolate_6.fasta,,6,1
Retroviridae,4,HIV-2,7,Human immunodeficiency virus 2,,442564788,10301,"AB731742.1 Human immunodeficiency virus 2 proviral DNA, complete genome, clone: 08JP_NMC786_clone_41",data/refs/Retroviridae/HIV-2/isolate_7.fasta,,7,2
Retroviridae,4,HIV-2,7,Human immunodeficiency virus 2,,442564778,10213,"AB731741.1 Human immunodeficiency virus 2 proviral DNA, complete genome, clone: 07JP_NMC716_clone_03",data/refs/Retroviridae/HIV-2/isolate_8.fasta,,8,3
Retroviridae,4,HIV-2,7,Human immunodeficiency virus 2,,442564768,10213,"AB731740.1 Human immunodeficiency virus 2 proviral DNA, complete genome, clone: 07JP_NMC716_clone_01",data/refs/Retroviridae/HIV-2/isolate_9.fasta,,9,4
Herpesviridae,5,HSV-1,0,Human herpesvirus 1,,820945227,152222,"NC_001806.2 Human herpesvirus 1 strain 17, complete genome",data/refs/Herpesviridae/HSV-1/isolate_0.fasta,,0,0
Herpesviridae,5,HSV-1,0,Human herpesvirus 1,,3346847444,150670,"PZ169719.1 Human alphaherpesvirus 1 strain Z_d40_skin_culture, complete genome",data/refs/Herpesviridae/HSV-1/isolate_1.fasta,,1,1
Herpesviridae,5,HSV-1,0,Human herpesvirus 1,,3346847290,150427,"PZ169717.1 Human alphaherpesvirus 1 strain Z_d10_skin, complete genome",data/refs/Herpesviridae/HSV-1/isolate_2.fasta,,2,2
Herpesviridae,5,HSV-1,0,Human herpesvirus 1,,3346847289,150594,"PZ169716.1 Human alphaherpesvirus 1 strain Z_d10_culture, complete genome",data/refs/Herpesviridae/HSV-1/isolate_3.fasta,,3,3
Herpesviridae,5,HSV-1,0,Human herpesvirus 1,,3346847057,150753,"PZ169713.1 Human alphaherpesvirus 1 strain Z_d9_eye_culture, complete genome",data/refs/Herpesviridae/HSV-1/isolate_4.fasta,,4,4
Herpesviridae,5,HSV-1,0,Human herpesvirus 1,,3346846901,150403,"PZ169711.1 Human alphaherpesvirus 1 strain F_d10_plasma_culture, complete genome",data/refs/Herpesviridae/HSV-1/isolate_5.fasta,,5,0
Herpesviridae,5,HSV-1,0,Human herpesvirus 1,,3346846824,150681,"PZ169710.1 Human alphaherpesvirus 1 strain D_d12_skin, complete genome",data/refs/Herpesviridae/HSV-1/isolate_6.fasta,,6,1
Herpesviridae,5,HSV-1,0,Human herpesvirus 1,,3346846747,150287,"PZ169709.1 Human alphaherpesvirus 1 strain D_d12_skin_culture, complete genome",data/refs/Herpesviridae/HSV-1/isolate_7.fasta,,7,2
Herpesviridae,5,HSV-1,0,Human herpesvirus 1,,3346845895,150642,"PZ169698.1 Human alphaherpesvirus 1 strain B_d9_pharynx, complete genome",data/refs/Herpesviridae/HSV-1/isolate_8.fasta,,8,3
Herpesviridae,5,HSV-1,0,Human herpesvirus 1,,3346845741,151056,"PZ169696.1 Human alphaherpesvirus 1 strain B_d8_plasma, complete genome",data/refs/Herpesviridae/HSV-1/isolate_9.fasta,,9,4
Herpesviridae,5,HSV-2,1,Human herpesvirus 2,,820945149,154675,"NC_001798.2 Human herpesvirus 2 strain HG52, complete genome",data/refs/Herpesviridae/HSV-2/isolate_0.fasta,,0,0
Herpesviridae,5,HSV-2,1,Human herpesvirus 2,,3248754895,155875,"PZ135825.1 Human alphaherpesvirus 2 isolate 51-SV_uncultured, complete genome",data/refs/Herpesviridae/HSV-2/isolate_1.fasta,,1,1
Herpesviridae,5,HSV-2,1,Human herpesvirus 2,,2199428945,155498,"OM370995.1 Human alphaherpesvirus 2 strain G, complete genome",data/refs/Herpesviridae/HSV-2/isolate_2.fasta,,2,2
Herpesviridae,5,HSV-2,1,Human herpesvirus 2,,1839357457,155975,"MK855052.1 Human alphaherpesvirus 2 strain MS, complete genome",data/refs/Herpesviridae/HSV-2/isolate_3.fasta,,3,3
Herpesviridae,5,HSV-2,1,Human herpesvirus 2,,1817985248,156293,"MN187895.1 Human alphaherpesvirus 2 isolate HJ12, complete genome",data/refs/Herpesviridae/HSV-2/isolate_4.fasta,,4,4
Herpesviridae,5,HSV-2,1,Human herpesvirus 2,,1154066553,138917,"LT799380.1 Human herpesvirus 2 isolate 9 genome assembly, complete genome: monopartite",data/refs/Herpesviridae/HSV-2/isolate_5.fasta,,5,0
Herpesviridae,5,HSV-2,1,Human herpesvirus 2,,1152067401,138939,"LT797786.1 Human herpesvirus 2 isolate 16 genome assembly, complete genome: monopartite",data/refs/Herpesviridae/HSV-2/isolate_6.fasta,,6,1
Herpesviridae,5,HSV-2,1,Human herpesvirus 2,,1152067400,138881,"LT797682.1 Human herpesvirus 2 isolate 18 genome assembly, complete genome: monopartite",data/refs/Herpesviridae/HSV-2/isolate_7.fasta,,7,2
Herpesviridae,5,HSV-2,1,Human herpesvirus 2,,1152067399,138913,"LT797636.1 Human herpesvirus 2 isolate 17 genome assembly, complete genome: monopartite",data/refs/Herpesviridae/HSV-2/isolate_8.fasta,,8,3
Herpesviridae,5,HSV-2,1,Human herpesvirus 2,,1152067398,138769,"LT797635.1 Human herpesvirus 2 isolate 11 genome assembly, complete genome: monopartite",data/refs/Herpesviridae/HSV-2/isolate_9.fasta,,9,4
Herpesviridae,5,VZV,2,Human herpesvirus 3,,9625875,124884,"NC_001348.1 Human herpesvirus 3, complete genome",data/refs/Herpesviridae/VZV/isolate_0.fasta,,0,0
Herpesviridae,5,VZV,2,Human herpesvirus 3,,2918407279,124866,"PV061461.1 Human alphaherpesvirus 3 Assam.INDIA/GMCH/VZV01, complete genome",data/refs/Herpesviridae/VZV/isolate_1.fasta,,1,1
Herpesviridae,5,VZV,2,Human herpesvirus 3,,2889878048,124848,"PQ641243.1 Human alphaherpesvirus 3 isolate PS24, complete genome",data/refs/Herpesviridae/VZV/isolate_2.fasta,,2,2
Herpesviridae,5,VZV,2,Human herpesvirus 3,,2855100227,124668,"PQ505474.1 Human alphaherpesvirus 3 isolate KE_23082024, complete genome",data/refs/Herpesviridae/VZV/isolate_3.fasta,,3,3
Herpesviridae,5,VZV,2,Human herpesvirus 3,,2694744273,125466,"PP261332.1 UNVERIFIED: Human alphaherpesvirus 3 isolate NSYY3, complete genome",data/refs/Herpesviridae/VZV/isolate_4.fasta,,4,4
Herpesviridae,5,VZV,2,Human herpesvirus 3,,2694744199,125610,"PP261331.1 Human alphaherpesvirus 3 isolate NSYY1, complete genome",data/refs/Herpesviridae/VZV/isolate_5.fasta,,5,0
Herpesviridae,5,VZV,2,Human herpesvirus 3,,2694742488,124707,"PP386307.1 Human alphaherpesvirus 3 strain MBC048, complete genome",data/refs/Herpesviridae/VZV/isolate_6.fasta,,6,1
Herpesviridae,5,VZV,2,Human herpesvirus 3,,2658863158,124854,"PP169944.1 Human alphaherpesvirus 3 isolate VZV-2/NIH-Pakistan/2023, complete genome",data/refs/Herpesviridae/VZV/isolate_7.fasta,,7,2
