sample_id,family,family_idx,variant,variant_idx,isolate_idx,replicate,r1_path,r2_path,fold,split
Hepadnaviridae__HBV-genotype-G__isolate5__rep3,Hepadnaviridae,3,HBV-genotype-G,6,5,3,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_5/rep3_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_5/rep3_2.fq,0,train
Hepadnaviridae__HBV-genotype-G__isolate5__rep4,Hepadnaviridae,3,HBV-genotype-G,6,5,4,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_5/rep4_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_5/rep4_2.fq,0,train
Hepadnaviridae__HBV-genotype-G__isolate5__rep5,Hepadnaviridae,3,HBV-genotype-G,6,5,5,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_5/rep5_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_5/rep5_2.fq,0,train
Hepadnaviridae__HBV-genotype-G__isolate6__rep0,Hepadnaviridae,3,HBV-genotype-G,6,6,0,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_6/rep0_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_6/rep0_2.fq,1,test
Hepadnaviridae__HBV-genotype-G__isolate6__rep1,Hepadnaviridae,3,HBV-genotype-G,6,6,1,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_6/rep1_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_6/rep1_2.fq,1,test
Hepadnaviridae__HBV-genotype-G__isolate6__rep2,Hepadnaviridae,3,HBV-genotype-G,6,6,2,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_6/rep2_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_6/rep2_2.fq,1,test
Hepadnaviridae__HBV-genotype-G__isolate6__rep3,Hepadnaviridae,3,HBV-genotype-G,6,6,3,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_6/rep3_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_6/rep3_2.fq,1,test
Hepadnaviridae__HBV-genotype-G__isolate6__rep4,Hepadnaviridae,3,HBV-genotype-G,6,6,4,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_6/rep4_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_6/rep4_2.fq,1,test
Hepadnaviridae__HBV-genotype-G__isolate6__rep5,Hepadnaviridae,3,HBV-genotype-G,6,6,5,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_6/rep5_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_6/rep5_2.fq,1,test
Hepadnaviridae__HBV-genotype-G__isolate7__rep0,Hepadnaviridae,3,HBV-genotype-G,6,7,0,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_7/rep0_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_7/rep0_2.fq,2,val
Hepadnaviridae__HBV-genotype-G__isolate7__rep1,Hepadnaviridae,3,HBV-genotype-G,6,7,1,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_7/rep1_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_7/rep1_2.fq,2,val
Hepadnaviridae__HBV-genotype-G__isolate7__rep2,Hepadnaviridae,3,HBV-genotype-G,6,7,2,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_7/rep2_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_7/rep2_2.fq,2,val
Hepadnaviridae__HBV-genotype-G__isolate7__rep3,Hepadnaviridae,3,HBV-genotype-G,6,7,3,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_7/rep3_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_7/rep3_2.fq,2,val
Hepadnaviridae__HBV-genotype-G__isolate7__rep4,Hepadnaviridae,3,HBV-genotype-G,6,7,4,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_7/rep4_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_7/rep4_2.fq,2,val
Hepadnaviridae__HBV-genotype-G__isolate7__rep5,Hepadnaviridae,3,HBV-genotype-G,6,7,5,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_7/rep5_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-G/isolate_7/rep5_2.fq,2,val
Hepadnaviridae__HBV-genotype-H__isolate0__rep0,Hepadnaviridae,3,HBV-genotype-H,7,0,0,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_0/rep0_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_0/rep0_2.fq,0,train
Hepadnaviridae__HBV-genotype-H__isolate0__rep1,Hepadnaviridae,3,HBV-genotype-H,7,0,1,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_0/rep1_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_0/rep1_2.fq,0,train
Hepadnaviridae__HBV-genotype-H__isolate0__rep2,Hepadnaviridae,3,HBV-genotype-H,7,0,2,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_0/rep2_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_0/rep2_2.fq,0,train
Hepadnaviridae__HBV-genotype-H__isolate0__rep3,Hepadnaviridae,3,HBV-genotype-H,7,0,3,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_0/rep3_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_0/rep3_2.fq,0,train
Hepadnaviridae__HBV-genotype-H__isolate0__rep4,Hepadnaviridae,3,HBV-genotype-H,7,0,4,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_0/rep4_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_0/rep4_2.fq,0,train
Hepadnaviridae__HBV-genotype-H__isolate0__rep5,Hepadnaviridae,3,HBV-genotype-H,7,0,5,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_0/rep5_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_0/rep5_2.fq,0,train
Hepadnaviridae__HBV-genotype-H__isolate1__rep0,Hepadnaviridae,3,HBV-genotype-H,7,1,0,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_1/rep0_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_1/rep0_2.fq,1,test
Hepadnaviridae__HBV-genotype-H__isolate1__rep1,Hepadnaviridae,3,HBV-genotype-H,7,1,1,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_1/rep1_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_1/rep1_2.fq,1,test
Hepadnaviridae__HBV-genotype-H__isolate1__rep2,Hepadnaviridae,3,HBV-genotype-H,7,1,2,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_1/rep2_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_1/rep2_2.fq,1,test
Hepadnaviridae__HBV-genotype-H__isolate1__rep3,Hepadnaviridae,3,HBV-genotype-H,7,1,3,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_1/rep3_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_1/rep3_2.fq,1,test
Hepadnaviridae__HBV-genotype-H__isolate1__rep4,Hepadnaviridae,3,HBV-genotype-H,7,1,4,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_1/rep4_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_1/rep4_2.fq,1,test
Hepadnaviridae__HBV-genotype-H__isolate1__rep5,Hepadnaviridae,3,HBV-genotype-H,7,1,5,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_1/rep5_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_1/rep5_2.fq,1,test
Hepadnaviridae__HBV-genotype-H__isolate2__rep0,Hepadnaviridae,3,HBV-genotype-H,7,2,0,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_2/rep0_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_2/rep0_2.fq,2,val
Hepadnaviridae__HBV-genotype-H__isolate2__rep1,Hepadnaviridae,3,HBV-genotype-H,7,2,1,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_2/rep1_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_2/rep1_2.fq,2,val
Hepadnaviridae__HBV-genotype-H__isolate2__rep2,Hepadnaviridae,3,HBV-genotype-H,7,2,2,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_2/rep2_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_2/rep2_2.fq,2,val
Hepadnaviridae__HBV-genotype-H__isolate2__rep3,Hepadnaviridae,3,HBV-genotype-H,7,2,3,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_2/rep3_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_2/rep3_2.fq,2,val
Hepadnaviridae__HBV-genotype-H__isolate2__rep4,Hepadnaviridae,3,HBV-genotype-H,7,2,4,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_2/rep4_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_2/rep4_2.fq,2,val
Hepadnaviridae__HBV-genotype-H__isolate2__rep5,Hepadnaviridae,3,HBV-genotype-H,7,2,5,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_2/rep5_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_2/rep5_2.fq,2,val
Hepadnaviridae__HBV-genotype-H__isolate3__rep0,Hepadnaviridae,3,HBV-genotype-H,7,3,0,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_3/rep0_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_3/rep0_2.fq,3,train
Hepadnaviridae__HBV-genotype-H__isolate3__rep1,Hepadnaviridae,3,HBV-genotype-H,7,3,1,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_3/rep1_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_3/rep1_2.fq,3,train
Hepadnaviridae__HBV-genotype-H__isolate3__rep2,Hepadnaviridae,3,HBV-genotype-H,7,3,2,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_3/rep2_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_3/rep2_2.fq,3,train
Hepadnaviridae__HBV-genotype-H__isolate3__rep3,Hepadnaviridae,3,HBV-genotype-H,7,3,3,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_3/rep3_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_3/rep3_2.fq,3,train
Hepadnaviridae__HBV-genotype-H__isolate3__rep4,Hepadnaviridae,3,HBV-genotype-H,7,3,4,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_3/rep4_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_3/rep4_2.fq,3,train
Hepadnaviridae__HBV-genotype-H__isolate3__rep5,Hepadnaviridae,3,HBV-genotype-H,7,3,5,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_3/rep5_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_3/rep5_2.fq,3,train
Hepadnaviridae__HBV-genotype-H__isolate4__rep0,Hepadnaviridae,3,HBV-genotype-H,7,4,0,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_4/rep0_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_4/rep0_2.fq,4,train
Hepadnaviridae__HBV-genotype-H__isolate4__rep1,Hepadnaviridae,3,HBV-genotype-H,7,4,1,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_4/rep1_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_4/rep1_2.fq,4,train
Hepadnaviridae__HBV-genotype-H__isolate4__rep2,Hepadnaviridae,3,HBV-genotype-H,7,4,2,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_4/rep2_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_4/rep2_2.fq,4,train
Hepadnaviridae__HBV-genotype-H__isolate4__rep3,Hepadnaviridae,3,HBV-genotype-H,7,4,3,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_4/rep3_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_4/rep3_2.fq,4,train
Hepadnaviridae__HBV-genotype-H__isolate4__rep4,Hepadnaviridae,3,HBV-genotype-H,7,4,4,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_4/rep4_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_4/rep4_2.fq,4,train
Hepadnaviridae__HBV-genotype-H__isolate4__rep5,Hepadnaviridae,3,HBV-genotype-H,7,4,5,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_4/rep5_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_4/rep5_2.fq,4,train
Hepadnaviridae__HBV-genotype-H__isolate5__rep0,Hepadnaviridae,3,HBV-genotype-H,7,5,0,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_5/rep0_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_5/rep0_2.fq,0,train
Hepadnaviridae__HBV-genotype-H__isolate5__rep1,Hepadnaviridae,3,HBV-genotype-H,7,5,1,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_5/rep1_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_5/rep1_2.fq,0,train
Hepadnaviridae__HBV-genotype-H__isolate5__rep2,Hepadnaviridae,3,HBV-genotype-H,7,5,2,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_5/rep2_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_5/rep2_2.fq,0,train
Hepadnaviridae__HBV-genotype-H__isolate5__rep3,Hepadnaviridae,3,HBV-genotype-H,7,5,3,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_5/rep3_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_5/rep3_2.fq,0,train
Hepadnaviridae__HBV-genotype-H__isolate5__rep4,Hepadnaviridae,3,HBV-genotype-H,7,5,4,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_5/rep4_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_5/rep4_2.fq,0,train
Hepadnaviridae__HBV-genotype-H__isolate5__rep5,Hepadnaviridae,3,HBV-genotype-H,7,5,5,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_5/rep5_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_5/rep5_2.fq,0,train
Hepadnaviridae__HBV-genotype-H__isolate6__rep0,Hepadnaviridae,3,HBV-genotype-H,7,6,0,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_6/rep0_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_6/rep0_2.fq,1,test
Hepadnaviridae__HBV-genotype-H__isolate6__rep1,Hepadnaviridae,3,HBV-genotype-H,7,6,1,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_6/rep1_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_6/rep1_2.fq,1,test
Hepadnaviridae__HBV-genotype-H__isolate6__rep2,Hepadnaviridae,3,HBV-genotype-H,7,6,2,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_6/rep2_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_6/rep2_2.fq,1,test
Hepadnaviridae__HBV-genotype-H__isolate6__rep3,Hepadnaviridae,3,HBV-genotype-H,7,6,3,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_6/rep3_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_6/rep3_2.fq,1,test
Hepadnaviridae__HBV-genotype-H__isolate6__rep4,Hepadnaviridae,3,HBV-genotype-H,7,6,4,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_6/rep4_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_6/rep4_2.fq,1,test
Hepadnaviridae__HBV-genotype-H__isolate6__rep5,Hepadnaviridae,3,HBV-genotype-H,7,6,5,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_6/rep5_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_6/rep5_2.fq,1,test
Hepadnaviridae__HBV-genotype-H__isolate7__rep0,Hepadnaviridae,3,HBV-genotype-H,7,7,0,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_7/rep0_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_7/rep0_2.fq,2,val
Hepadnaviridae__HBV-genotype-H__isolate7__rep1,Hepadnaviridae,3,HBV-genotype-H,7,7,1,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_7/rep1_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_7/rep1_2.fq,2,val
Hepadnaviridae__HBV-genotype-H__isolate7__rep2,Hepadnaviridae,3,HBV-genotype-H,7,7,2,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_7/rep2_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_7/rep2_2.fq,2,val
Hepadnaviridae__HBV-genotype-H__isolate7__rep3,Hepadnaviridae,3,HBV-genotype-H,7,7,3,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_7/rep3_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_7/rep3_2.fq,2,val
Hepadnaviridae__HBV-genotype-H__isolate7__rep4,Hepadnaviridae,3,HBV-genotype-H,7,7,4,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_7/rep4_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_7/rep4_2.fq,2,val
Hepadnaviridae__HBV-genotype-H__isolate7__rep5,Hepadnaviridae,3,HBV-genotype-H,7,7,5,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_7/rep5_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_7/rep5_2.fq,2,val
Hepadnaviridae__HBV-genotype-H__isolate8__rep0,Hepadnaviridae,3,HBV-genotype-H,7,8,0,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_8/rep0_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_8/rep0_2.fq,3,train
Hepadnaviridae__HBV-genotype-H__isolate8__rep1,Hepadnaviridae,3,HBV-genotype-H,7,8,1,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_8/rep1_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_8/rep1_2.fq,3,train
Hepadnaviridae__HBV-genotype-H__isolate8__rep2,Hepadnaviridae,3,HBV-genotype-H,7,8,2,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_8/rep2_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_8/rep2_2.fq,3,train
Hepadnaviridae__HBV-genotype-H__isolate8__rep3,Hepadnaviridae,3,HBV-genotype-H,7,8,3,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_8/rep3_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_8/rep3_2.fq,3,train
Hepadnaviridae__HBV-genotype-H__isolate8__rep4,Hepadnaviridae,3,HBV-genotype-H,7,8,4,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_8/rep4_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_8/rep4_2.fq,3,train
Hepadnaviridae__HBV-genotype-H__isolate8__rep5,Hepadnaviridae,3,HBV-genotype-H,7,8,5,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_8/rep5_1.fq,data/reads_multi/Hepadnaviridae/HBV-genotype-H/isolate_8/rep5_2.fq,3,train
Retroviridae__HIV-1-subtype-B__isolate0__rep0,Retroviridae,4,HIV-1-subtype-B,1,0,0,data/reads_multi/Retroviridae/HIV-1-subtype-B/isolate_0/rep0_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-B/isolate_0/rep0_2.fq,0,train
Retroviridae__HIV-1-subtype-B__isolate0__rep1,Retroviridae,4,HIV-1-subtype-B,1,0,1,data/reads_multi/Retroviridae/HIV-1-subtype-B/isolate_0/rep1_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-B/isolate_0/rep1_2.fq,0,train
Retroviridae__HIV-1-subtype-B__isolate0__rep2,Retroviridae,4,HIV-1-subtype-B,1,0,2,data/reads_multi/Retroviridae/HIV-1-subtype-B/isolate_0/rep2_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-B/isolate_0/rep2_2.fq,0,train
Retroviridae__HIV-1-subtype-B__isolate0__rep3,Retroviridae,4,HIV-1-subtype-B,1,0,3,data/reads_multi/Retroviridae/HIV-1-subtype-B/isolate_0/rep3_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-B/isolate_0/rep3_2.fq,0,train
Retroviridae__HIV-1-subtype-B__isolate0__rep4,Retroviridae,4,HIV-1-subtype-B,1,0,4,data/reads_multi/Retroviridae/HIV-1-subtype-B/isolate_0/rep4_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-B/isolate_0/rep4_2.fq,0,train
Retroviridae__HIV-1-subtype-B__isolate0__rep5,Retroviridae,4,HIV-1-subtype-B,1,0,5,data/reads_multi/Retroviridae/HIV-1-subtype-B/isolate_0/rep5_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-B/isolate_0/rep5_2.fq,0,train
Retroviridae__HIV-1-subtype-C__isolate0__rep0,Retroviridae,4,HIV-1-subtype-C,2,0,0,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_0/rep0_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_0/rep0_2.fq,0,train
Retroviridae__HIV-1-subtype-C__isolate0__rep1,Retroviridae,4,HIV-1-subtype-C,2,0,1,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_0/rep1_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_0/rep1_2.fq,0,train
Retroviridae__HIV-1-subtype-C__isolate0__rep2,Retroviridae,4,HIV-1-subtype-C,2,0,2,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_0/rep2_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_0/rep2_2.fq,0,train
Retroviridae__HIV-1-subtype-C__isolate0__rep3,Retroviridae,4,HIV-1-subtype-C,2,0,3,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_0/rep3_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_0/rep3_2.fq,0,train
Retroviridae__HIV-1-subtype-C__isolate0__rep4,Retroviridae,4,HIV-1-subtype-C,2,0,4,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_0/rep4_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_0/rep4_2.fq,0,train
Retroviridae__HIV-1-subtype-C__isolate0__rep5,Retroviridae,4,HIV-1-subtype-C,2,0,5,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_0/rep5_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_0/rep5_2.fq,0,train
Retroviridae__HIV-1-subtype-C__isolate1__rep0,Retroviridae,4,HIV-1-subtype-C,2,1,0,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_1/rep0_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_1/rep0_2.fq,1,test
Retroviridae__HIV-1-subtype-C__isolate1__rep1,Retroviridae,4,HIV-1-subtype-C,2,1,1,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_1/rep1_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_1/rep1_2.fq,1,test
Retroviridae__HIV-1-subtype-C__isolate1__rep2,Retroviridae,4,HIV-1-subtype-C,2,1,2,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_1/rep2_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_1/rep2_2.fq,1,test
Retroviridae__HIV-1-subtype-C__isolate1__rep3,Retroviridae,4,HIV-1-subtype-C,2,1,3,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_1/rep3_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_1/rep3_2.fq,1,test
Retroviridae__HIV-1-subtype-C__isolate1__rep4,Retroviridae,4,HIV-1-subtype-C,2,1,4,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_1/rep4_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_1/rep4_2.fq,1,test
Retroviridae__HIV-1-subtype-C__isolate1__rep5,Retroviridae,4,HIV-1-subtype-C,2,1,5,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_1/rep5_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_1/rep5_2.fq,1,test
Retroviridae__HIV-1-subtype-C__isolate2__rep0,Retroviridae,4,HIV-1-subtype-C,2,2,0,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_2/rep0_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_2/rep0_2.fq,2,val
Retroviridae__HIV-1-subtype-C__isolate2__rep1,Retroviridae,4,HIV-1-subtype-C,2,2,1,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_2/rep1_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_2/rep1_2.fq,2,val
Retroviridae__HIV-1-subtype-C__isolate2__rep2,Retroviridae,4,HIV-1-subtype-C,2,2,2,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_2/rep2_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_2/rep2_2.fq,2,val
Retroviridae__HIV-1-subtype-C__isolate2__rep3,Retroviridae,4,HIV-1-subtype-C,2,2,3,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_2/rep3_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_2/rep3_2.fq,2,val
Retroviridae__HIV-1-subtype-C__isolate2__rep4,Retroviridae,4,HIV-1-subtype-C,2,2,4,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_2/rep4_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_2/rep4_2.fq,2,val
Retroviridae__HIV-1-subtype-C__isolate2__rep5,Retroviridae,4,HIV-1-subtype-C,2,2,5,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_2/rep5_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_2/rep5_2.fq,2,val
Retroviridae__HIV-1-subtype-C__isolate3__rep0,Retroviridae,4,HIV-1-subtype-C,2,3,0,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_3/rep0_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_3/rep0_2.fq,3,train
Retroviridae__HIV-1-subtype-C__isolate3__rep1,Retroviridae,4,HIV-1-subtype-C,2,3,1,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_3/rep1_1.fq,data/reads_multi/Retroviridae/HIV-1-subtype-C/isolate_3/rep1_2.fq,3,train
